Fri Aug  4 21:10:55 2023||0.950 0.282 -0.054 0.968 -0.021 0.108
Fri Aug  4 21:10:55 2023||0.947 0.296 -0.067 1.020 -0.019 0.104
Fri Aug  4 21:10:55 2023||0.949 0.301 -0.059 0.972 -0.018 0.104
Fri Aug  4 21:10:55 2023||0.956 0.311 -0.043 0.997 -0.024 0.113
Fri Aug  4 21:10:55 2023||0.939 0.285 -0.059 1.011 -0.019 0.102
Fri Aug  4 21:10:55 2023||0.952 0.285 -0.052 0.966 -0.019 0.103
Fri Aug  4 21:10:55 2023||0.953 0.322 -0.098 1.009 -0.025 0.107
Fri Aug  4 21:10:55 2023||0.964 0.328 -0.083 1.002 -0.020 0.096
Fri Aug  4 21:10:55 2023||0.924 0.269 -0.004 0.966 -0.020 0.101
Fri Aug  4 21:10:55 2023||0.952 0.260 -0.077 1.002 -0.029 0.098
Fri Aug  4 21:10:56 2023||0.934 0.276 -0.048 0.990 -0.017 0.099
Fri Aug  4 21:10:56 2023||0.976 0.276 -0.125 0.968 -0.022 0.104
Fri Aug  4 21:10:56 2023||0.956 0.275 -0.141 1.002 -0.026 0.110
Fri Aug  4 21:10:56 2023||0.952 0.284 -0.118 0.996 -0.018 0.100
Fri Aug  4 21:10:56 2023||0.936 0.243 -0.081 0.975 -0.022 0.104
Fri Aug  4 21:10:56 2023||0.954 0.283 -0.106 1.018 -0.028 0.110
Fri Aug  4 21:10:56 2023||0.957 0.291 -0.096 1.000 -0.026 0.101
Fri Aug  4 21:10:56 2023||0.942 0.263 -0.120 0.979 -0.025 0.100
Fri Aug  4 21:10:56 2023||0.945 0.270 -0.154 1.020 -0.020 0.095
Fri Aug  4 21:10:56 2023||0.974 0.290 -0.076 0.992 -0.021 0.105
Fri Aug  4 21:10:56 2023||0.974 0.296 -0.069 0.984 -0.025 0.104
Fri Aug  4 21:10:56 2023||0.940 0.213 -0.130 1.026 -0.025 0.102
Fri Aug  4 21:10:56 2023||0.984 0.227 -0.108 0.981 -0.015 0.108
Fri Aug  4 21:10:57 2023||0.945 0.251 -0.097 0.981 -0.028 0.106
Fri Aug  4 21:10:57 2023||0.982 0.228 -0.105 1.018 -0.021 0.100
Fri Aug  4 21:10:57 2023||0.955 0.222 -0.068 0.973 -0.021 0.109
Fri Aug  4 21:10:57 2023||0.936 0.261 -0.121 0.979 -0.029 0.110
Fri Aug  4 21:10:57 2023||0.972 0.269 -0.137 1.016 -0.023 0.112
Fri Aug  4 21:10:57 2023||0.956 0.254 -0.090 0.984 -0.015 0.108
Fri Aug  4 21:10:57 2023||0.957 0.260 -0.099 0.975 -0.024 0.112
Fri Aug  4 21:10:57 2023||0.946 0.255 -0.104 1.014 -0.021 0.105
Fri Aug  4 21:10:57 2023||0.961 0.271 -0.105 0.969 -0.021 0.098
Fri Aug  4 21:10:57 2023||0.927 0.274 -0.115 0.991 -0.031 0.107
Fri Aug  4 21:10:57 2023||0.923 0.256 -0.122 1.018 -0.017 0.103
Fri Aug  4 21:10:57 2023||0.955 0.259 -0.114 0.971 -0.020 0.108
Fri Aug  4 21:10:58 2023||0.951 0.283 -0.133 1.010 -0.023 0.102
Fri Aug  4 21:10:58 2023||0.958 0.291 -0.141 1.004 -0.016 0.100
Fri Aug  4 21:10:58 2023||0.947 0.285 -0.138 0.965 -0.020 0.104
Fri Aug  4 21:10:58 2023||0.951 0.284 -0.138 1.011 -0.025 0.096
Fri Aug  4 21:10:58 2023||0.945 0.289 -0.121 0.995 -0.020 0.096
Fri Aug  4 21:10:58 2023||0.945 0.275 -0.126 0.962 -0.027 0.102
Fri Aug  4 21:10:58 2023||0.935 0.278 -0.194 1.005 -0.030 0.107
Fri Aug  4 21:10:58 2023||0.962 0.293 -0.128 0.988 -0.017 0.099
Fri Aug  4 21:10:58 2023||0.946 0.290 -0.127 0.973 -0.025 0.101
Fri Aug  4 21:10:58 2023||0.939 0.266 -0.122 1.021 -0.024 0.100
Fri Aug  4 21:10:58 2023||0.949 0.268 -0.118 0.989 -0.020 0.106
Fri Aug  4 21:10:58 2023||0.959 0.267 -0.119 0.985 -0.027 0.108
Fri Aug  4 21:10:59 2023||0.942 0.277 -0.134 1.016 -0.023 0.104
Fri Aug  4 21:10:59 2023||0.948 0.281 -0.134 0.992 -0.022 0.103
Fri Aug  4 21:10:59 2023||0.955 0.292 -0.122 0.980 -0.023 0.096
Fri Aug  4 21:10:59 2023||0.948 0.297 -0.126 1.016 -0.030 0.099
Fri Aug  4 21:10:59 2023||0.934 0.283 -0.134 1.040 0.008 0.135
Fri Aug  4 21:10:59 2023||0.936 0.286 -0.129 0.971 -0.015 0.099
Fri Aug  4 21:10:59 2023||0.942 0.289 -0.108 1.003 -0.021 0.101
Fri Aug  4 21:10:59 2023||0.971 0.300 -0.122 1.002 -0.033 0.102
Fri Aug  4 21:10:59 2023||0.951 0.292 -0.114 0.998 -0.021 0.113
Fri Aug  4 21:10:59 2023||0.943 0.291 -0.127 0.984 -0.025 0.100
Fri Aug  4 21:10:59 2023||0.938 0.293 -0.141 0.992 -0.023 0.097
Fri Aug  4 21:10:59 2023||0.942 0.294 -0.111 1.003 -0.026 0.119
Fri Aug  4 21:10:59 2023||0.925 0.292 -0.087 0.984 -0.022 0.138
Fri Aug  4 21:11:00 2023||0.959 0.297 -0.092 0.989 -0.020 0.124
Fri Aug  4 21:11:00 2023||0.948 0.291 -0.099 1.005 -0.025 0.128
Fri Aug  4 21:11:00 2023||0.957 0.291 -0.097 1.001 -0.026 0.127
Fri Aug  4 21:11:00 2023||0.943 0.294 -0.103 0.990 -0.024 0.132
Fri Aug  4 21:11:00 2023||0.949 0.294 -0.110 0.982 -0.022 0.117
Fri Aug  4 21:11:00 2023||0.952 0.294 -0.112 0.987 -0.020 0.116
Fri Aug  4 21:11:00 2023||0.950 0.295 -0.121 1.003 -0.021 0.112
Fri Aug  4 21:11:00 2023||0.919 0.281 -0.076 0.994 -0.021 0.122
