Mon Sep 11 20:20:33 2023||0.651 -0.063 0.736 0.975 0.047 0.173
Mon Sep 11 20:20:33 2023||0.661 -0.067 0.714 0.992 0.042 0.160
Mon Sep 11 20:20:33 2023||0.655 -0.075 0.766 0.984 0.046 0.169
Mon Sep 11 20:20:33 2023||0.647 -0.075 0.764 0.968 0.047 0.162
Mon Sep 11 20:20:33 2023||0.662 -0.070 0.758 0.967 0.055 0.145
Mon Sep 11 20:20:33 2023||0.652 -0.061 0.707 0.990 0.042 0.156
Mon Sep 11 20:20:34 2023||0.649 -0.065 0.758 0.994 0.046 0.169
Mon Sep 11 20:20:34 2023||0.639 -0.102 0.765 0.971 0.045 0.163
Mon Sep 11 20:20:34 2023||0.635 -0.081 0.720 0.967 0.047 0.150
Mon Sep 11 20:20:34 2023||0.657 -0.087 0.748 0.987 0.044 0.159
Mon Sep 11 20:20:34 2023||0.657 -0.096 0.752 0.984 0.046 0.170
Mon Sep 11 20:20:34 2023||0.652 -0.069 0.758 0.967 0.051 0.165
Mon Sep 11 20:20:34 2023||0.676 -0.077 0.743 0.970 0.047 0.147
Mon Sep 11 20:20:34 2023||0.652 -0.097 0.755 0.980 0.040 0.158
Mon Sep 11 20:20:34 2023||0.646 -0.090 0.730 0.998 0.048 0.162
Mon Sep 11 20:20:34 2023||0.651 -0.092 0.709 0.972 0.057 0.165
Mon Sep 11 20:20:34 2023||0.667 -0.074 0.774 0.974 0.053 0.146
Mon Sep 11 20:20:34 2023||0.661 -0.075 0.703 0.986 0.047 0.168
Mon Sep 11 20:20:34 2023||0.633 -0.087 0.767 0.986 0.047 0.172
Mon Sep 11 20:20:35 2023||0.647 -0.078 0.752 0.966 0.054 0.166
Mon Sep 11 20:20:35 2023||0.649 -0.095 0.733 0.962 0.045 0.145
Mon Sep 11 20:20:35 2023||0.621 -0.112 0.736 0.980 0.037 0.166
Mon Sep 11 20:20:35 2023||0.613 -0.141 0.776 0.988 0.044 0.176
Mon Sep 11 20:20:35 2023||0.619 -0.109 0.746 0.976 0.041 0.171
Mon Sep 11 20:20:35 2023||0.646 -0.108 0.766 0.962 0.035 0.147
Mon Sep 11 20:20:35 2023||0.638 -0.107 0.742 0.979 0.041 0.159
Mon Sep 11 20:20:35 2023||0.641 -0.103 0.789 0.984 0.052 0.168
Mon Sep 11 20:20:35 2023||0.638 -0.080 0.755 0.974 0.049 0.165
Mon Sep 11 20:20:35 2023||0.650 -0.097 0.732 0.972 0.045 0.149
Mon Sep 11 20:20:35 2023||0.654 -0.106 0.766 0.986 0.039 0.155
Mon Sep 11 20:20:35 2023||0.625 -0.121 0.773 0.985 0.048 0.167
Mon Sep 11 20:20:35 2023||0.599 -0.106 0.721 0.970 0.057 0.166
Mon Sep 11 20:20:36 2023||0.647 -0.066 0.784 0.965 0.052 0.155
Mon Sep 11 20:20:36 2023||0.616 -0.032 0.737 0.982 0.037 0.162
Mon Sep 11 20:20:36 2023||0.623 -0.129 0.784 0.987 0.038 0.170
Mon Sep 11 20:20:36 2023||0.603 -0.128 0.770 0.967 0.047 0.167
Mon Sep 11 20:20:36 2023||0.616 -0.112 0.771 0.964 0.052 0.147
Mon Sep 11 20:20:36 2023||0.628 -0.103 0.749 0.969 0.047 0.162
Mon Sep 11 20:20:36 2023||0.625 -0.102 0.779 0.983 0.039 0.161
Mon Sep 11 20:20:36 2023||0.646 -0.096 0.810 0.974 0.048 0.172
Mon Sep 11 20:20:36 2023||0.623 -0.104 0.740 0.978 0.048 0.165
Mon Sep 11 20:20:36 2023||0.640 -0.106 0.754 0.973 0.048 0.147
Mon Sep 11 20:20:36 2023||0.640 -0.084 0.753 0.965 0.039 0.165
Mon Sep 11 20:20:36 2023||0.634 -0.082 0.769 0.976 0.041 0.171
Mon Sep 11 20:20:37 2023||0.651 -0.062 0.739 0.983 0.044 0.167
Mon Sep 11 20:20:37 2023||0.629 -0.063 0.756 0.981 0.048 0.163
Mon Sep 11 20:20:37 2023||0.661 -0.041 0.732 0.960 0.052 0.149
Mon Sep 11 20:20:37 2023||0.618 -0.084 0.847 0.969 0.043 0.153
Mon Sep 11 20:20:37 2023||0.621 -0.074 0.653 0.973 0.041 0.165
Mon Sep 11 20:20:37 2023||0.676 -0.070 0.737 0.982 0.043 0.173
Mon Sep 11 20:20:37 2023||0.648 -0.106 0.841 0.985 0.046 0.170
Mon Sep 11 20:20:37 2023||0.609 -0.098 0.774 0.971 0.052 0.166
Mon Sep 11 20:20:37 2023||0.635 -0.104 0.738 0.983 0.043 0.153
Mon Sep 11 20:20:37 2023||0.697 -0.037 0.605 0.968 0.049 0.136
Mon Sep 11 20:20:37 2023||0.651 -0.118 0.759 0.973 0.046 0.131
Mon Sep 11 20:20:37 2023||0.684 -0.077 0.708 0.984 0.052 0.130
Mon Sep 11 20:20:37 2023||0.677 -0.088 0.717 0.979 0.046 0.140
Mon Sep 11 20:20:38 2023||0.671 -0.083 0.729 0.980 0.045 0.142
Mon Sep 11 20:20:38 2023||0.663 -0.080 0.736 0.984 0.042 0.135
Mon Sep 11 20:20:38 2023||0.657 -0.082 0.729 0.972 0.047 0.126
Mon Sep 11 20:20:38 2023||0.699 -0.044 0.703 0.974 0.047 0.126
Mon Sep 11 20:20:38 2023||0.679 -0.077 0.707 0.970 0.049 0.133
Mon Sep 11 20:20:38 2023||0.644 -0.106 0.728 0.981 0.049 0.138
Mon Sep 11 20:20:38 2023||0.653 -0.083 0.718 0.984 0.050 0.154
Mon Sep 11 20:20:38 2023||0.648 -0.079 0.740 0.974 0.052 0.149
Mon Sep 11 20:20:38 2023||0.637 -0.082 0.753 0.976 0.051 0.135
Mon Sep 11 20:20:38 2023||0.650 -0.074 0.754 0.980 0.045 0.139
Mon Sep 11 20:20:38 2023||0.644 -0.094 0.752 0.979 0.048 0.148
Mon Sep 11 20:20:38 2023||0.638 -0.110 0.836 0.980 0.048 0.165
Mon Sep 11 20:20:38 2023||0.607 -0.104 0.771 0.987 0.053 0.147
Mon Sep 11 20:20:39 2023||0.642 -0.085 0.778 0.979 0.051 0.146
Mon Sep 11 20:20:39 2023||0.637 -0.081 0.766 0.988 0.046 0.148
Mon Sep 11 20:20:39 2023||0.637 -0.075 0.760 0.979 0.051 0.161
Mon Sep 11 20:20:39 2023||0.617 -0.102 0.735 0.973 0.045 0.159
Mon Sep 11 20:20:39 2023||0.657 -0.061 0.738 0.976 0.051 0.145
Mon Sep 11 20:20:39 2023||0.621 -0.120 0.772 0.974 0.038 0.143
Mon Sep 11 20:20:39 2023||0.627 -0.104 0.791 0.958 0.038 0.153
Mon Sep 11 20:20:39 2023||0.618 -0.071 0.745 0.979 0.042 0.169
Mon Sep 11 20:20:39 2023||0.617 -0.096 0.796 0.974 0.050 0.182
Mon Sep 11 20:20:39 2023||0.604 -0.092 0.825 0.979 0.044 0.210
Mon Sep 11 20:20:39 2023||0.595 -0.061 0.809 0.991 0.040 0.199
Mon Sep 11 20:20:39 2023||0.594 -0.085 0.797 0.965 0.039 0.179
Mon Sep 11 20:20:40 2023||0.600 -0.072 0.770 0.970 0.040 0.173
Mon Sep 11 20:20:40 2023||0.612 -0.070 0.759 0.974 0.038 0.176
Mon Sep 11 20:20:40 2023||0.613 -0.070 0.807 0.982 0.046 0.173
Mon Sep 11 20:20:40 2023||0.630 -0.060 0.779 0.978 0.038 0.188
Mon Sep 11 20:20:40 2023||0.645 -0.061 0.781 0.980 0.036 0.182
Mon Sep 11 20:20:40 2023||0.619 -0.034 0.742 0.962 0.037 0.182
Mon Sep 11 20:20:40 2023||0.627 -0.049 0.755 0.963 0.036 0.183
Mon Sep 11 20:20:40 2023||0.631 -0.064 0.763 0.983 0.041 0.167
Mon Sep 11 20:20:40 2023||0.644 -0.077 0.757 0.989 0.046 0.140
Mon Sep 11 20:20:40 2023||0.664 -0.050 0.732 0.985 0.054 0.135
Mon Sep 11 20:20:40 2023||0.697 -0.041 0.736 0.975 0.039 0.140
Mon Sep 11 20:20:40 2023||0.669 -0.044 0.738 0.973 0.038 0.139
Mon Sep 11 20:20:40 2023||0.657 -0.064 0.738 0.985 0.041 0.117
Mon Sep 11 20:20:41 2023||0.679 -0.078 0.711 0.988 0.050 0.076
Mon Sep 11 20:20:41 2023||0.714 -0.066 0.710 0.979 0.047 0.086
Mon Sep 11 20:20:41 2023||0.701 -0.063 0.683 0.981 0.041 0.097
Mon Sep 11 20:20:41 2023||0.683 -0.058 0.717 0.979 0.048 0.099
Mon Sep 11 20:20:41 2023||0.692 -0.067 0.726 0.979 0.039 0.101
Mon Sep 11 20:20:41 2023||0.665 -0.077 0.714 0.984 0.043 0.106
Mon Sep 11 20:20:41 2023||0.668 -0.076 0.709 0.984 0.049 0.120
Mon Sep 11 20:20:41 2023||0.668 -0.064 0.717 0.975 0.050 0.108
Mon Sep 11 20:20:41 2023||0.647 -0.067 0.722 0.973 0.037 0.133
Mon Sep 11 20:20:41 2023||0.644 -0.086 0.756 0.985 0.038 0.136
Mon Sep 11 20:20:41 2023||0.664 -0.092 0.754 0.982 0.035 0.139
Mon Sep 11 20:20:41 2023||0.653 -0.087 0.732 0.982 0.045 0.126
Mon Sep 11 20:20:41 2023||0.655 -0.074 0.716 0.982 0.038 0.130
Mon Sep 11 20:20:42 2023||0.660 -0.080 0.729 0.974 0.038 0.130
Mon Sep 11 20:20:42 2023||0.662 -0.072 0.736 0.971 0.037 0.144
Mon Sep 11 20:20:42 2023||0.650 -0.068 0.762 0.975 0.042 0.160
Mon Sep 11 20:20:42 2023||0.639 -0.063 0.761 0.982 0.040 0.162
