VAR,RMS,IEMG,MAV,LOG,WL,ACC,DASDV,ZC,WAMP,MYOP,FR,MNP,TP,MNF,MDF,PKF,WENT
679586.0074867901,824.3720607969434,1612742.7193460325,430.064725158942,9.902379807831547,182618.48967759387,48.69826391402504,86.0267806478565,164.0,4.0,0.064,inf,622489.2858791255,1274235568.1945698,1.5237560271922483,1.28173828125,0.640869140625,0.3870346451312578
385253.9301657509,620.6889423462038,1315811.4419770243,350.8830511938732,9.09285930627563,147877.3953535261,39.43397209427363,68.12014198501234,176.0,4.0,0.0634666666666666,inf,352884.1785226898,722353913.435946,1.420203460535745,0.946044921875,0.6103515625,0.3757299138106455
102835.95349896987,320.68634351979705,887619.080767016,236.69842153787096,8.679894249186738,181162.75816501415,48.31006884400378,71.53318068169136,233.0,1.0,0.0218666666666666,inf,94201.69933255031,192830878.5337305,2.669897501471519,1.434326171875,0.640869140625,1.0427597002932243
60882.45568578476,246.7496574251483,627836.9313502314,167.42318169339504,7.010295644528934,140738.53545459945,37.53027612122652,60.54057895624708,285.0,1.0,0.0074666666666666,inf,55771.93719652033,114165155.44127712,3.010093347249802,1.77001953125,0.579833984375,1.150505496455727
11858.446900403262,108.8980132596946,286522.0706403874,76.40588550410331,5.188820758277052,69539.04637759613,18.5437457006923,30.70674644038963,287.0,0.0,0.0,inf,10862.614305470395,22235771.483297903,3.391887435459996,1.739501953125,1.03759765625,1.170180173661027
31239.933656068693,176.74969174572882,463618.0001909793,123.63146671759448,6.382329951574324,101667.79718690396,27.111412583174385,43.00286134903579,279.0,0.0,0.0037333333333333,inf,28615.892751919346,58576732.463178895,2.810744749833634,1.46484375,0.823974609375,1.0927498820296675
61558.47079062607,248.11118011566185,710561.0209542151,189.48293892112403,7.989227794275096,172266.33208482436,45.937688555953166,67.37774943950055,255.0,0.0,0.0061333333333333,inf,56387.199877470106,115424598.1491813,3.0329668688929297,1.495361328125,0.79345703125,1.0647089818692803
65931.86898259386,256.77217954146136,721101.1532389156,192.29364086371083,7.930324626647528,174087.0387240949,46.423210326425306,70.42082115380688,287.0,0.0,0.0077333333333333,inf,60392.05625361701,123622539.15115404,3.018908692532944,1.251220703125,0.701904296875,1.1189872066172353
44961.86428245028,212.042286640462,560588.5994237066,149.4902931796551,6.845829269774434,135827.0889437436,36.22055705166496,57.15962351751436,298.0,0.0,0.0058666666666666,inf,41184.04311514711,84303736.25670612,2.7655358369757765,1.068115234375,0.640869140625,1.0567854968728698
18642.1690702446,136.54472885910803,345800.1275609589,92.21336734958903,5.369680508725831,109449.52727425132,29.18654060646702,50.48145712260604,376.0,0.0,0.0010666666666666,inf,17079.772161512934,34962293.614616975,4.6344162504292665,2.288818359375,1.190185546875,1.5038332431186705
32466.20914478062,180.18383158682008,504916.079879418,134.6442879678448,6.807220619434103,144567.12655775828,38.55123374873554,60.30564452987104,342.0,0.0,0.0010666666666666,inf,29738.227992502136,60874152.70065187,3.924296787946663,1.617431640625,0.732421875,1.4319842141456276
12703.979097175046,112.71338533984672,305333.74636660353,81.4223323644276,5.343360621534384,98972.60513775965,26.39269470340257,44.98897643680252,368.0,0.0,0.0,inf,11637.09724278968,23821138.055990472,5.049821713968657,2.38037109375,0.9765625,1.6062682733525897
12417.436178096592,111.4335505640059,305104.92449982604,81.36131319995361,5.388445790673671,84139.81003989215,22.437282677304573,40.11278716485455,309.0,0.0,0.0,inf,11374.046552047828,23282673.292041905,4.3474381860750695,1.617431640625,0.91552734375,1.4537719048208535
27906.661348229038,167.055595988053,452604.8428854288,120.69462476944769,6.51641477287976,107532.67671300078,28.67538045680021,49.03067759136143,259.0,0.0,0.0010666666666666,inf,25563.39068297456,52328260.72804892,3.2780606814390345,1.251220703125,0.8544921875,1.2019123540024026
31496.46982682926,177.48700029972818,500005.3683743662,133.334764899831,6.737039783785915,108428.20607092931,28.914188285581155,43.97848581941763,269.0,0.0,0.0,inf,28859.028768649467,59074431.88942546,2.834257841169324,1.40380859375,0.762939453125,1.0964524406841605
29629.75804366439,172.1347783314725,457153.5321079025,121.90760856210734,6.270317202774511,113129.85309449489,30.167960825198637,49.16608956375002,295.0,0.0,0.0,inf,27141.1973729163,55558031.02235967,3.410323595862624,1.89208984375,0.762939453125,1.2389413594719003
26529.344822602696,162.87900803522103,471782.07649087976,125.80855373090128,6.7492080018073946,105938.76109274667,28.250336291399115,42.266274074244144,235.0,0.0,0.0,inf,24300.59886463361,49743325.875905,2.950606677034328,1.64794921875,0.6103515625,1.1246170068992538
29178.849353960984,170.81908291873197,479441.6653866077,127.85111076976204,6.6993161384864575,112453.41677515952,29.9875778067092,45.321674621744,238.0,0.0,0.0005333333333333,inf,26727.62820504641,54711454.93573,3.1992575452596985,2.044677734375,0.640869140625,1.2155302953884073
24433.96449694649,156.3140088540442,431599.7993312887,115.09327982167696,6.327036530755534,110181.50147383046,29.38173372635479,45.29292565194471,310.0,0.0,0.0,inf,22381.07378741722,45814058.04284305,3.471364977354978,2.01416015625,2.105712890625,1.227824405997955
21137.838863287496,145.38866440600293,413438.2797896572,110.2502079439086,6.243314880966718,105917.48342840029,28.24466224757341,45.48713016432987,282.0,0.0,0.0,inf,19361.766959043336,39633536.96516171,3.7155415576045394,1.739501953125,1.15966796875,1.3010554407261754
29525.11246227696,171.8318403201972,505043.5639444767,134.67828371852713,6.954443529747143,136558.76903612458,36.41567174296655,57.847633163829485,299.0,0.0,0.0,inf,27046.1251938467,55363418.27180419,3.7092401106692745,1.556396484375,0.6103515625,1.2312948006465934
19637.66631739042,140.1360561483833,385315.94970869896,102.75091992231972,5.936726711494314,121928.95541426304,32.51438811047014,53.92344448689028,325.0,0.0,0.0,inf,17988.38684050201,36822227.86250762,4.494062647416707,2.105712890625,0.79345703125,1.420011765094923
9255.29072802224,96.20444497998297,265174.24135861685,70.7131310289645,5.069985445638681,79895.14915597765,21.305373108260707,33.58341256026929,338.0,0.0,0.0,inf,8477.618061857827,17353684.17262297,4.393233485551486,2.62451171875,0.91552734375,1.5429205806307775
13603.74786913239,116.63620019414024,327667.9645986177,87.37812389296474,5.657384584780155,97204.01678932234,25.92107114381929,40.62258009140622,323.0,0.0,0.0,inf,12461.133511898885,25507940.29885702,4.333100536345196,2.532958984375,0.67138671875,1.5240630010726928
7934.0291679520915,89.07325702714144,236514.97373444712,63.07065966251923,4.753698897742697,80965.17774664682,21.590714065772485,35.47110141203022,383.0,0.0,0.0,inf,7267.394128569985,14876355.78118276,5.434543616340835,3.082275390625,0.518798828125,1.7553794182600675
18688.558795789195,136.70634014973578,336937.8382844834,89.85009020919557,5.346442622485112,102416.2878559084,27.311010094908905,46.26305811402211,390.0,0.0,0.0,inf,17118.358288405198,35041279.41636544,3.6221882244716026,1.495361328125,1.129150390625,1.3593250089835542
26206.16088908204,161.88320440329275,408286.7950875387,108.87647869001032,5.796410437388289,100378.47448942788,26.76759319718077,44.83796365082327,329.0,0.0,0.0,inf,24004.1869743926,49136570.736581646,2.89309680987344,1.129150390625,0.79345703125,0.970236218972976
